C3L.00004.T1_C1	C3L.00004.T1_C2	C3L.00010.T1_C1	C3L.00010.T1_C2	C3L.00010.T1_C3	C3L.00010.T1_C4	C3L.00026.T1_C1	C3L.00026.T1_C2	C3L.00026.T1_C3	C3L.00079.T1_C1	C3L.00079.T1_C2	C3L.00079.T1_C3	C3L.00079.T1_C4	C3L.00079.T1_C5	C3L.00088.T1_C1	C3L.00088.T2_C1	C3L.00088.T2_C4	C3L.00088.T2_C5	C3L.00096.T1_C1	C3L.00096.T1_C2	C3L.00096.T1_C3	C3L.00416.T1_C1	C3L.00416.T1_C10	C3L.00416.T1_C2	C3L.00416.T1_C3	C3L.00416.T1_C4	C3L.00416.T1_C5	C3L.00416.T1_C6	C3L.00416.T1_C7	C3L.00416.T1_C8	C3L.00416.T1_C9	C3L.00416.T2_C1	C3L.00416.T2_C2	C3L.00416.T2_C4	C3L.00448.T1_C1	C3L.00448.T1_C2	C3L.00448.T1_C3	C3L.00448.T1_C4	C3L.00583.T1_C1	C3L.00583.T1_C2	C3L.00610.T1_C1	C3L.00790.T1_C1	C3L.00813.T1_C1	C3L.00813.T1_C2	C3L.00813.T1_C3	C3L.00813.T1_C6	C3L.00908.T1_C1	C3L.00908.T1_C2	C3L.00917.T1_C1	C3L.00917.T1_C2	C3L.00917.T1_C3	C3L.01287.T1_C1	C3L.01302.T1_C1	C3L.01302.T1_C2	C3L.01302.T1_C3	C3L.01302.T1_C4	C3L.01302.T1_C5	C3L.01313.T1_C1	C3L.01313.T1_C2	C3L.01313.T1_C4	C3L.01313.T1_C5	C3L.01313.T1_C6	C3N.00177.T1_C1	C3N.00242.T1_C1	C3N.00317.T1_C1	C3N.00317.T1_C2	C3N.00317.T1_C3	C3N.00317.T1_C4	C3N.00317.T1_C5	C3N.00437.T1_C1	C3N.00437.T1_C2	C3N.00437.T1_C3	C3N.00437.T1_C4	C3N.00495.T1_C1	C3N.00733.T1_C1	C3N.00733.T1_C2	C3N.00733.T1_C5	C3N.00733.T2_C1	C3N.00733.T2_C2	C3N.00733.T2_C3	C3N.01200.T1_C1	C3N.01200.T1_C2	C3N.01200.T1_C3	C3N.01200.T1_C4	C3N.01200.T2_C1	C3N.01200.T2_C2	C3N.01200.T3_C1	C3N.01213.T1_C1	C3N.01213.T1_C2	C3N.01213.T1_C3	PT_C0	PT_C11	PT_C13	PT_C15	PT_C3	PT_C4	PT_C5	PT_C8	PT_C9
-0.512955320731861	-0.288636964607913	2.4013871717747	0.427814737915367	2.80466256821581	3.22725811190314	-0.1076875460948	-0.033621382620101	0.32558011434997	1.54930426604974	2.43275732873315	2.66672403337207	0.512539244902082	2.8201296162455	-0.32272707418711	0.175932492635788	0.750472940292108	0.398690904613962	-0.976708710948831	-0.785161865241808	-1.0677238203093	0.184158158977938	0.0956794105787476	0.134211518751814	-0.679067419888681	-0.0589234770076179	0.32845448234152	-0.438823183457115	-0.565838522806191	-0.205993359720144	0.960631762485117	-0.148270955239433	0.134036376926566	0.400126444650433	-0.246555466762984	-0.630733125976389	-0.518858435366696	0.769574006248247	1.01574016061759	1.51574840877503	0.373397759559787	-0.223859876336302	-0.242732232910785	0.125857956730487	-0.328533877312354	0.420979552548713	2.59089719870872	-0.42177850062937	-0.325936952870977	-0.29671491095033	0.302159686380379	-0.627329008160835	0.108458015453833	-0.809353813449642	1.65643930757206	0.0198215606774182	0.390221218398754	0.0537047625778802	0.0395762090892225	0.413597552352723	-0.148648817553122	-0.764569678927302	-0.631860915519362	0.453485144694322	0.433818590141662	0.159385550741548	0.614993660263838	1.04546694286606	0.490981278545171	-0.486588340731062	-0.796795047256927	-1.05131937542932	-0.695108572321223	-0.679087490683202	-0.411479340374877	-0.480261147369662	-0.475294943820975	-0.100756044504216	-0.226921700237727	0.13048417446577	-0.249501500917672	-0.705003316852003	-0.710151258263287	-0.632493392087379	-0.862082386278144	-0.837692952778817	-1.0209111361396	-0.349348398268108	-0.365613579446237	-0.215438343135893	-1.31727994755434	-1.3630038281489	-1.32837222229117	-1.3630038281489	-1.30775695322076	-1.3630038281489	-1.3477749460942	-1.34068751888497	-1.3630038281489
0.376911192341432	2.06608745215964	-0.0953783219824799	-0.451300771619053	-0.288705164851661	-0.155130216208814	-0.54140683592904	-0.343539394652045	-0.553240178287198	0.173619847604398	0.232708234536876	-0.136574747710868	-0.720270355830645	0.292815449407505	-0.283981270225457	-0.408491531035056	-0.0179897567348467	-0.501048575441494	0.272828020119819	0.035474803875191	0.0469671810579511	-0.368107896611559	-0.401265237255584	-0.311767666760492	-0.0704903385151255	-0.00420589993731998	-0.213829408716216	-0.378237593287512	-0.362847624321011	-0.570429649507129	-0.708764173951376	-0.0575322705809677	0.206348336736563	-0.25030913287336	-0.532103061674196	-0.439587723295588	-0.585869841460544	-0.634913865119112	-0.389153854826696	-0.556797768323034	-0.261472989896834	-0.46669471147039	-0.430370669704859	-0.382291779188707	-0.243178162643622	-0.647960058604643	3.49673522035721	3.33704208068242	-0.572988248357251	-0.632014711011216	-0.665414554911768	-0.344833166182003	-0.24345568813053	-0.547939241882242	-0.69833286122933	-0.373744996469807	-0.319630855885457	0.0747942816682923	0.238589670973423	0.323198584458251	-0.0229287888887713	0.151336728942195	0.835700881786996	-0.720406284165772	-0.168709687269479	0.644099081833567	0.0394739827483123	-0.283325539670674	-0.244127885541036	2.94593048825171	4.01422583968303	1.83790645323729	3.16364068002031	-0.412117919114539	-0.355256274392603	-0.197040225802112	-0.51050712555245	-0.344541097037779	-0.283490535710958	-0.443569693997997	-0.454110445661889	0.689935136542373	0.70872653061589	-0.42807733923393	1.65453777976429	1.88480937706006	2.33346638598704	-0.721946399049773	-0.738819548346093	-0.747032061255368	-0.766531208579765	-0.774073262298104	-0.771625087718104	-0.774073262298104	-0.761380363072399	-0.741076126654615	-0.765999070890121	-0.770129305635812	-0.713422341519627
-0.543892695182729	-0.889743069059252	0.59261990871879	-0.448683099419421	0.754201316431613	0.140267668285076	0.0193479768219852	0.288141717432811	-0.109827569157803	-0.222853196297604	-0.894688400828212	-0.382452992976234	-1.01003381694347	-0.876845043308195	0.207687722048175	0.591709775313296	-0.644629327569308	0.485713869555535	-0.595154281809819	-0.784458052440859	-0.742548042358259	0.97580499767253	0.41611449590194	-0.0297439038010593	0.107359580289621	0.832533257382522	-0.113856338462018	-0.269234231058332	-0.785250775379207	1.04643766677689	-0.0767700764745204	0.275161070949486	0.754730330341714	0.446575170399522	0.00342721671611793	-0.713423391549838	-0.628467794239495	-0.170702747990788	-0.175116350792018	-0.0168508521892704	-0.504256680901696	-0.801720269342273	1.42659142851414	-0.270279242285051	-0.466447450583265	0.293921553682781	0.0212744270535788	-0.101731308346107	-0.262831286865834	-0.417635943285832	-0.407844071806937	0.637420699517433	-0.945866996806695	-0.840021672079987	-0.95685464770478	-0.994423562540602	-0.961631629161381	0.283888553700482	0.125721058234968	0.41413903033958	-0.480592937028177	-0.241715536364058	-0.427945924611375	1.23738201422513	-0.217135469214408	-0.0702116301813383	-0.638492859860448	-0.668376189438694	-0.215966364551224	-0.0004689644578962	-0.0464041954875078	0.111832936705646	-0.115003531006945	-0.620980065942435	0.662009099546303	0.587395188343792	0.157828625096624	0.734014905875309	0.864680239218104	0.20836136759371	-0.693757744024296	-0.727241072357513	-1.04298928423928	-0.886118576135887	-1.04541253470791	-1.04248936887276	-1.04788616863291	-0.354508618768602	-0.711876340205822	-0.573593750840597	0.152112118950706	-0.043021074463407	5.33268245366086	3.28398458053686	-0.621740252729733	0.866651069382678	3.212044958137	3.53174428836054	-0.492815072592486
-0.234582632381101	-0.245865468174042	-0.249372427902537	-0.230057370943264	-0.250921366464515	-0.256447040033127	-0.235549742439293	-0.228894982553348	-0.230980711509614	-0.222946953774386	-0.195810523149843	-0.218684417318763	2.10481463027493	-0.14334845821943	-0.250923721824092	-0.227578783238691	-0.238785069722494	-0.237761187385646	-0.196476293347706	-0.173148028371465	-0.198766763308141	-0.226170288181989	-0.243553801706365	-0.228206563335537	-0.236037437878319	-0.24018702137178	-0.234172136419819	-0.185234386484153	-0.234166098224207	-0.246679435240125	-0.237145785052945	-0.243282998567647	-0.246807675127999	-0.240057330295718	-0.245077883262627	-0.252563534513018	-0.24301658344275	-0.245137181851757	-0.251462540679997	-0.251970221169668	-0.246027186029078	-0.181602390303474	-0.138876908858584	-0.221862173276792	0.288644249859052	0.0489191308638549	-0.218208360133889	-0.121344625223003	-0.252945028717573	-0.250792110942442	-0.256447040033127	-0.232924598387952	-0.208326167668195	-0.171623103672854	-0.24301658344275	-0.238287549432054	-0.23342340016391	-0.244138247949199	-0.244843125539041	-0.243553801706365	-0.199934469445049	-0.240975154041013	-0.227493068682445	-0.240900530796678	-0.224167161783978	-0.219804407023544	-0.229586126852374	-0.220632489125456	-0.239774749093349	-0.221453591438916	-0.205141766414526	-0.168538596896117	-0.20579503232085	-0.230716334367254	-0.229280392881211	-0.236160476232278	-0.244206623900125	-0.239724735162525	-0.241312884666047	-0.238539764579291	-0.004252910724944	0.0332528828644762	4.02097189134517	0.267340766991557	2.83735456739289	7.2947894519044	3.36256965290538	-0.250276742873004	-0.209171832835001	-0.247656195719426	-0.203119261297744	-0.244831510009017	-0.246896493124414	-0.256447040033127	-0.19978916112306	-0.232051621298916	-0.242272877377485	-0.249523463366011	-0.222156512568336
0.519396703703948	-0.414253133656606	0.835607815427411	0.186810644918663	0.722253255233387	0.881304823902431	0.595843128426412	0.350950089522184	0.173768136131657	0.281165549007725	-0.780540780062119	-0.107699625984989	-0.816373267210485	-0.65129237027784	0.762878995405038	0.736495654467036	-0.30077813706469	1.14527364516974	0.746840769697218	0.135160442075432	0.288398889184912	-0.158453592051958	-0.68319107897744	-0.403076380699822	-0.0704316395524601	-0.618773581404781	-0.398560640639869	-0.471298082835179	-0.636253096789116	0.393642771028912	-0.721020229553397	-0.226284259092209	-0.556623019015506	-0.448331111076427	-0.23280073592761	-0.659401070497886	-0.424306136995453	-0.244939393212867	-0.277351834094966	-0.357286114736473	0.559868182793921	0.0932150051645481	0.354143198223829	0.0838925974549418	-0.0353589043683376	-0.0639853331136199	0.754529228323571	1.33835362664456	-0.448075641947375	-0.556053391278237	-0.39001575574377	-0.241942134580726	-0.782361344020025	-0.759229879810723	-0.816373267210485	-0.785789482404978	-0.738821527167951	0.472974123650511	0.419904871387559	0.312780067808806	0.00144508232896163	0.694955042738412	-0.205751233239221	0.0482496694695121	0.270716784404575	0.306308955370581	-0.236392305353929	-0.458120784589757	-0.254791701385241	-0.581608862874041	-0.605990692147002	-0.658449723851143	-0.630249091108404	-0.252234931203086	0.282297400123781	-0.234283283674451	-0.175017104833413	0.433924452437645	-0.243997986501178	-0.0825040234746558	-0.541591175948667	-0.541144375800275	-0.777248065026864	-0.725896237160862	-0.80991062220694	-0.75944389998825	-0.794305698905699	-0.44075992897701	-0.61370471989933	-0.711090904970924	0.459006285958427	-0.301224771792813	2.78126152765155	7.78115134433414	0.36504024185697	-0.506332816412422	1.50007447282218	0.16483824721788	0.184649192912996
-0.081535354497525	-0.733550552870159	0.212075923897858	-0.538407850506947	0.253463755635938	-0.0524257107047478	-0.102648726672186	0.436587562539283	0.220746500262109	-0.356320352470032	-0.704560454273083	-1.08939454167183	-1.55852279464238	-1.24152317501409	0.146723775975567	0.176054467212462	-1.25036169158324	0.228930649421015	0.11814069278339	-0.515849207577333	-0.572204654340399	-0.77623139209499	-0.860125062047149	-0.595583163015423	0.471388673594945	-0.0536031455203661	-0.397784785605519	-0.623353305580293	-0.470418888523664	1.82092274641068	-1.42871396447227	0.479038626005212	0.822605073557784	1.14001585533833	1.97930387162791	0.434848410867633	0.618187315646607	1.90654274849351	-0.567628032187499	-0.369719257946622	-0.476553688905701	-1.34445675608479	1.37244164651283	-0.267001835773217	-0.105129076500312	0.591303494415451	-0.00717146790052984	0.647920102374352	-0.633245542054952	-0.876375888841472	-0.752102460817036	0.210504324702741	-1.37223968779219	-1.23266037680601	-1.39551429387936	-1.46791149656566	-1.38649323141757	0.787221979375157	0.564076978320247	1.42894427865687	0.0326019034805527	1.20585701240181	0.681024938612754	-0.666997268280841	-0.268036507025961	0.324067074920691	-0.913326939832056	-0.732529988228018	0.159654660309156	-0.474362230729567	-0.0831401156580054	-0.135703785503513	-0.773060984015934	1.04111263433187	0.187840097875939	-0.163211927857854	-0.0192198960697958	0.282348882450605	0.072606404164783	-0.291135780501704	1.11713002958256	3.61471251986758	-0.785544183963057	1.03566203957272	-1.53804708077562	-1.04713910645051	-0.982643001014371	-0.132392110574886	-0.704933920304504	-0.526375930515382	1.54190686094611	0.175662211965489	4.1585600780578	0.66186001478411	0.32036107664062	0.992963796587326	0.810696723282125	1.29113034709741	-0.280626136101779
-0.0342775743813934	-0.356726963849557	-0.0643791449872139	-0.672734566598944	0.0181222869872569	-0.205586566279782	-0.934570963150783	-0.854092983151701	-0.85542453728768	0.509451972036872	1.56117934894874	2.59385781052578	-0.781461057559004	5.21233104223958	-0.417472798425791	-0.29585902471166	-0.195133488332257	-0.392388404421431	0.0136106458795944	-0.224132226189859	-0.0746240908502593	-0.1334550086422	0.837171586416856	-0.391669340783843	-0.590383676036722	1.23725073090117	0.0049400493713945	-0.357102028647837	-0.823530290782283	-0.319863452247173	0.501812080692493	-0.385283280961628	-0.00724958087947408	-0.0205817224583276	-0.605270141873213	-0.790983571912583	-0.777777385433039	-0.646057025307743	-0.32730489641009	-0.106170283427104	1.06296619670429	0.630275013419984	0.469669346169697	-0.531057358042167	0.098763829026238	0.0622316959735917	-0.0711152369476819	0.846036348494074	-0.588494402939982	-0.610042344564626	-0.43260015040104	1.24310530436075	0.746945462263659	-0.16586128206616	-0.161609548922878	-0.027551381371932	0.698491055768687	1.12936119780209	0.994099555308205	0.880965438200489	-0.634519854853237	-0.30511804760622	-0.85965058642494	-0.27622138093494	-0.986947216794423	-0.342210624381852	-0.696385233012871	-0.960366966338598	-0.772315388832471	1.19897288351066	1.29832034057911	1.60809820455751	1.3436683365097	-0.215136578644564	0.993961092362164	1.82885392596102	1.10848096566292	1.49639386089665	1.98738547862923	1.28773124903805	-0.433056619239213	1.06907174601598	-0.896104898815523	-0.206752950826577	-1.08552187961366	-0.772580510465217	-1.00200700002361	-0.22773918963784	-0.390272759407729	-0.251205161887733	-1.11621444677741	-1.11186852669096	-1.12625276854933	-1.12625276854933	-1.10873307156548	-1.10494939861969	-1.12328087306998	-1.10883277977302	-1.10320081864105
