avg_log2FC.snATAC	avg_log2FC.snRNA	peak2gene_type	Gene	highlight
0.199672257487461	0.706079570373589	Promoter	ABTB2	FALSE
-0.232932944953516	0.101733415285868	Promoter	ACLY	FALSE
-0.409748058411996	-0.258407598527922	Promoter	ACO1	FALSE
-0.468196517775168	-0.219369622451947	Promoter	ACSS1	FALSE
-0.316537203188337	-0.572631810019697	Promoter	ADCY9	FALSE
-0.435681202692801	0.00498892617593616	Promoter	AFG3L2	FALSE
-0.283715844399487	-0.193032968551103	Promoter	AFMID	FALSE
-0.654212029004446	-0.835316155569408	Promoter	ALDH1L1	FALSE
0.134427261062305	0.379223469548525	Promoter	ARFGEF3	FALSE
-0.306813284793442	-0.642883359516392	Promoter	ARHGAP24	FALSE
-0.494689100984264	-0.646915282646939	Promoter	ARHGAP32	FALSE
-0.595771293869331	-0.510506063665978	Promoter	ARID5B	FALSE
-0.328530873377253	0.197153013515857	Promoter	ARPC2	FALSE
-0.300059350389457	-0.209150653345989	Promoter	BAIAP2	FALSE
-0.490952818049336	-0.679117676058969	Promoter	BBS9	FALSE
0.313979396498474	0.504244400526968	Promoter	BTBD11	FALSE
-0.295565085005719	-0.514427010748635	Promoter	CAMKMT	FALSE
-0.385310792598428	0.225903127669226	Promoter	CARS2	FALSE
-0.40047577500172	0.269328121823015	Promoter	CASP8	FALSE
-0.745937651779253	-0.662723221581011	Promoter	CCDC198	FALSE
-0.429949310916796	-0.620358627390729	Promoter	CCND3	FALSE
-0.420573207422491	-1.01628791675636	Promoter	CCSER1	FALSE
-0.210903315585474	-0.256621403958424	Promoter	CEP70	FALSE
-0.27662739236102	0.224324770545457	Promoter	CNKSR3	FALSE
-1.10325470623913	-1.26670980980075	Promoter	COL8A1	FALSE
-0.360606133639992	-0.494767095638456	Promoter	CPEB3	FALSE
-0.578656067891913	-0.436878364400707	Promoter	DICER1	FALSE
-0.363045666078648	-0.536911550804813	Promoter	DIP2C	FALSE
-0.268907418457259	-0.536911550804813	Promoter	DIP2C	FALSE
-0.651792998366511	-0.447071947957546	Promoter	DIXDC1	FALSE
-0.376026280357038	-0.447071947957546	Promoter	DIXDC1	FALSE
-0.404718019075003	-0.447071947957546	Promoter	DIXDC1	FALSE
-0.424126568864511	-0.618910800510732	Promoter	DLC1	TRUE
-0.253035952079415	-0.760779732840304	Promoter	DNAJC1	FALSE
-0.210085738987195	-0.35012139933809	Promoter	DNM1	FALSE
-0.33676963358859	-0.462076896070744	Promoter	DPY19L2	FALSE
-0.270409701722425	-0.570345063217133	Promoter	DYNC2H1	FALSE
-0.293710540572237	-0.55885688622344	Promoter	EDA	FALSE
0.680914798804798	0.922933100304886	Promoter	EPHA6	TRUE
-0.351494982960097	-0.347269547905015	Promoter	ERC1	FALSE
-0.32108001424332	-0.390621795967821	Promoter	F8	FALSE
-0.336652985105248	0.0414391513346037	Promoter	FAM219A	FALSE
-0.241026682026639	-0.473561648607086	Promoter	FMN1	FALSE
-0.354415741945431	0.011634362995229	Promoter	FOSL2	FALSE
-0.351861972152862	0.011634362995229	Promoter	FOSL2	FALSE
-0.555222294216906	-1.24129923334884	Promoter	FRMD3	FALSE
-0.646503008896485	-0.535590692553133	Promoter	FRMD6	FALSE
-0.208216749181581	-0.0836862289607202	Promoter	GOT1	FALSE
-0.748955868263178	-0.921752365225231	Promoter	GPHN	FALSE
-0.392128338062905	0.217994641241202	Promoter	GSR	FALSE
-0.422781454291287	-0.194149103336143	Promoter	HECTD2	FALSE
-0.359669526997083	-0.194149103336143	Promoter	HECTD2	FALSE
-0.213191581162268	0.263995754127761	Promoter	HK1	FALSE
-0.53968492546075	-1.07138149399202	Promoter	IGF1R	FALSE
-0.379538904701326	-1.07138149399202	Promoter	IGF1R	FALSE
-0.287417605691145	-0.445261017261617	Promoter	INPP5F	FALSE
-0.356572259524415	-0.744257417313885	Promoter	ITGA1	FALSE
-0.256984474080792	-0.504112537642882	Promoter	ITPR2	FALSE
-0.820350462883655	-0.257985311133134	Promoter	KCNC3	FALSE
-0.409988963739051	-0.257985311133134	Promoter	KCNC3	FALSE
-0.245188431239972	0.172610135473507	Promoter	KDM1B	FALSE
-0.270752276839139	-0.546524529893762	Promoter	KHDRBS3	FALSE
-0.390797639203581	-0.361549743141613	Promoter	KIF13B	FALSE
-0.511199903683465	-0.530433745272691	Promoter	LGI4	FALSE
-0.335110139776273	0.322818900141887	Promoter	MALT1	FALSE
-0.318294428915724	-0.60144681034755	Promoter	MAPT	FALSE
-0.427993875163834	-0.243894344749336	Promoter	MLLT10	FALSE
-0.713762590441932	-0.935203465655686	Promoter	MTSS1	FALSE
-0.358054035554005	-0.198574077070385	Promoter	MXI1	FALSE
-0.302784385719668	-0.198574077070385	Promoter	MXI1	FALSE
-0.285588296538736	-0.198574077070385	Promoter	MXI1	FALSE
-0.291736295766734	-0.287683137683716	Promoter	NEDD9	FALSE
-0.356761487734635	-0.317438281044096	Promoter	NR6A1	FALSE
-0.219117285093556	-0.222969260052847	Promoter	OSBPL11	FALSE
-0.535237574177741	-0.345912121902633	Promoter	PAQR5	FALSE
-1.10402366790337	-0.803274276991997	Promoter	PDE7A	FALSE
-0.333110598539216	-1.05529994429093	Promoter	PDK4	FALSE
-0.187602165822449	0.232039908674269	Promoter	PDXDC1	FALSE
-0.3677163055824	-0.48613721516473	Promoter	PER3	FALSE
-0.379801718380245	0.186369814060676	Promoter	PFKFB3	FALSE
-0.510765395883486	-0.540126349678745	Promoter	PHYHIPL	FALSE
-0.398352495586165	-0.588344103815604	Promoter	PLEKHH2	FALSE
0.596537943162086	0.219377426585917	Promoter	PTPRF	FALSE
-0.521173465341723	-0.639300235280596	Promoter	PTPRJ	TRUE
0.510543676860071	0.743017465196154	Promoter	RAPGEF5	TRUE
-0.506965582306029	-0.351839941487501	Promoter	RERE	FALSE
-0.189066506371976	0.479316178727261	Promoter	RPS6KA2	FALSE
-0.293314847191773	0.0898927202375677	Promoter	RPS6KA3	FALSE
-0.304871545054508	0.117143630703032	Promoter	RTN4	FALSE
-0.286286050379625	0.117143630703032	Promoter	RTN4	FALSE
-0.354615439074794	-0.531939701429733	Promoter	SCAPER	FALSE
-0.577215330149916	-0.405881675275365	Promoter	SETD3	FALSE
-0.314415676508069	-0.741908333201575	Promoter	SIK3	FALSE
-0.250952521018907	0.285612046437143	Promoter	SINHCAF	FALSE
1.0119789004956	0.355591851939471	Promoter	SIPA1L3	FALSE
-0.297766779082313	-0.774945323064114	Promoter	SLC16A9	FALSE
-0.489103744010614	-0.544586141049416	Promoter	SLC25A37	FALSE
-0.255445014095215	-0.328588104535696	Promoter	SLC35F5	FALSE
-0.444418485873981	-0.597170451215421	Promoter	SLCO3A1	FALSE
-0.388873505851976	-0.279481041314318	Promoter	SPATA18	FALSE
-0.339945854348771	0.49982607779538	Promoter	SPSB1	FALSE
-0.290680481001823	0.206742012601413	Promoter	SRSF4	FALSE
-0.263108529874115	0.428097192441842	Promoter	ST3GAL1	FALSE
-0.290548587474303	0.525220750207476	Promoter	STAT1	FALSE
-0.218976518002092	0.135167615124969	Promoter	STAT3	FALSE
-0.695120128011852	-1.33267075009332	Promoter	STON2	FALSE
-0.425802829998824	-1.68880360762449	Promoter	SUGCT	FALSE
0.570280188578678	0.0146105611962221	Promoter	SYNPO	FALSE
-0.634520963225479	-1.31549082933095	Promoter	TACC1	FALSE
-0.286942048171589	-0.303984679121345	Promoter	TBC1D12	FALSE
-0.567341218304066	-0.956668861676146	Promoter	TBC1D4	FALSE
-0.280765866917629	-0.296182875807168	Promoter	TCF7L2	FALSE
-0.359285135367717	0.0943258615390128	Promoter	TET3	FALSE
-0.431822174074665	-0.388720961459545	Promoter	TGFBR3	FALSE
-0.207539964257269	-0.418778674722892	Promoter	TM7SF3	FALSE
-0.251627071974699	-0.513366788376618	Promoter	TMEM135	FALSE
-0.366836482844132	-0.321666269962312	Promoter	TMEM245	FALSE
-0.47251083179326	-0.467245099100019	Promoter	TNFRSF14	FALSE
-0.428739671589855	-0.471968421655088	Promoter	TRIM55	FALSE
-0.431477100684069	-0.919721750184333	Promoter	TSC22D3	FALSE
-0.277937815910259	-0.434203090250122	Promoter	UBE3D	FALSE
-0.7925802971775	-1.36388851254222	Promoter	UNC5D	FALSE
-0.644955997673865	-0.468707472034728	Promoter	UPB1	FALSE
-0.21023295578947	0.320697797087602	Promoter	VEZT	FALSE
-0.274210995223801	-0.948636527069726	Promoter	WDR72	FALSE
-0.320858118222552	0.0661941429030406	Promoter	WWC3	FALSE
-0.240279562831679	-0.444924122547125	Promoter	YBX3	FALSE
-0.38095039070659	-0.15877924143836	Promoter	ZBTB16	FALSE
-0.602087241134415	-0.837365837007662	Promoter	ZFAND5	FALSE
-0.467624207802084	-0.272732614327481	Promoter	ZMYND8	FALSE
0.213254908213927	0.298515978591657	Promoter	ZNF254	FALSE
-0.269783752333459	-0.697834584860092	Promoter	ZNRF3	FALSE
-0.641177900050452	-0.490646506253789	Promoter	ZSWIM5	FALSE
-0.420777336328667	0.264013633873647	Enhancer	ABCC1	FALSE
-0.556199878336051	0.405369229235251	Enhancer	ABCC3	FALSE
-0.840261319724239	0.405369229235251	Enhancer	ABCC3	FALSE
-0.777110597931712	0.405369229235251	Enhancer	ABCC3	FALSE
0.418657725744205	0.706079570373589	Enhancer	ABTB2	FALSE
-0.227726291045844	0.101733415285868	Enhancer	ACLY	FALSE
-0.315655359986078	0.101733415285868	Enhancer	ACLY	FALSE
-0.45921383617056	0.101733415285868	Enhancer	ACLY	FALSE
0.197385352532373	-0.50806742877151	Enhancer	ACSL1	FALSE
-0.481986762294725	-0.471654056867351	Enhancer	ACSM2A	FALSE
-0.43616842573124	-0.553844291170781	Enhancer	ACSM2B	FALSE
-0.481986762294725	-0.553844291170781	Enhancer	ACSM2B	FALSE
-0.30364428102223	-0.833915207892463	Enhancer	AFF3	FALSE
0.705485497050552	0.34299176614976	Enhancer	ALDH18A1	FALSE
-0.397870541352816	-0.835316155569408	Enhancer	ALDH1L1	FALSE
-0.375126026769728	-0.835316155569408	Enhancer	ALDH1L1	FALSE
-0.266200008127212	-0.835316155569408	Enhancer	ALDH1L1	FALSE
-0.369035991475005	-0.835316155569408	Enhancer	ALDH1L1	FALSE
-0.653788564552334	-0.835316155569408	Enhancer	ALDH1L1	FALSE
-0.398612770838291	-0.835316155569408	Enhancer	ALDH1L1	FALSE
-0.282309250374018	0.0972942010395239	Enhancer	ANKMY1	FALSE
-0.346764307496504	-0.370584180048442	Enhancer	ANKRD33B	FALSE
-0.452657548213508	-0.370584180048442	Enhancer	ANKRD33B	FALSE
-0.642735763721378	-0.571465678398204	Enhancer	ARHGAP28	FALSE
-0.589398037911377	-0.646915282646939	Enhancer	ARHGAP32	FALSE
-0.314532795628348	-0.646915282646939	Enhancer	ARHGAP32	FALSE
-0.267379901216838	-1.39912015833923	Enhancer	ARHGAP42	FALSE
-0.44856402472675	-1.39912015833923	Enhancer	ARHGAP42	FALSE
-0.248848603823318	-1.39912015833923	Enhancer	ARHGAP42	FALSE
-0.33033951399761	0.197153013515857	Enhancer	ARPC2	FALSE
-0.338234993333453	0.197153013515857	Enhancer	ARPC2	FALSE
1.00737032690619	0.447778378788452	Enhancer	C3	FALSE
0.198031827819396	0.699041051952809	Enhancer	CD24	FALSE
-0.607673922988857	-0.434185381114234	Enhancer	CDH16	FALSE
-0.637646208773895	-0.434185381114234	Enhancer	CDH16	FALSE
-1.49956168116794	-0.434185381114234	Enhancer	CDH16	FALSE
-2.12614117513073	-0.434185381114234	Enhancer	CDH16	FALSE
-0.261775661442835	-0.434185381114234	Enhancer	CDH16	FALSE
-0.290815802532578	-0.434185381114234	Enhancer	CDH16	FALSE
-1.21470605087005	-0.434185381114234	Enhancer	CDH16	FALSE
-2.12614117513073	-1.26109649999879	Enhancer	CES3	TRUE
-1.49956168116794	-1.26109649999879	Enhancer	CES3	FALSE
-1.21470605087005	-1.26109649999879	Enhancer	CES3	FALSE
-0.607673922988857	-1.26109649999879	Enhancer	CES3	FALSE
-0.290815802532578	-1.26109649999879	Enhancer	CES3	FALSE
-0.261775661442835	-1.26109649999879	Enhancer	CES3	FALSE
-0.61386004466606	-0.209478544981907	Enhancer	CKB	FALSE
-0.757121127947683	-0.209478544981907	Enhancer	CKB	FALSE
-0.694674988355619	-0.209478544981907	Enhancer	CKB	FALSE
-1.21470605087005	-0.17537106227187	Enhancer	CMTM4	FALSE
-1.49956168116794	-0.17537106227187	Enhancer	CMTM4	FALSE
-2.12614117513073	-0.17537106227187	Enhancer	CMTM4	FALSE
-0.607673922988857	-0.17537106227187	Enhancer	CMTM4	FALSE
-0.261775661442835	-0.17537106227187	Enhancer	CMTM4	FALSE
-0.252569580263187	-0.373196827646882	Enhancer	CNNM2	FALSE
-0.60046966771854	-0.465683020321466	Enhancer	CRADD	FALSE
-0.543946720486379	-0.465683020321466	Enhancer	CRADD	FALSE
-0.333059963858136	-0.570061160604884	Enhancer	CTBP2	FALSE
-0.365675122206955	-0.570061160604884	Enhancer	CTBP2	FALSE
0.292855274451682	0.090479439761881	Enhancer	CXXC5	FALSE
0.698291486936422	0.310081283404295	Enhancer	DERL1	FALSE
-0.400359181371781	-0.447071947957546	Enhancer	DIXDC1	FALSE
0.734307792860994	1.18011891119743	Enhancer	EFNA5	FALSE
-0.3636722429606	0.144238700353585	Enhancer	EIPR1	FALSE
-0.399258617560261	0.216040854926744	Enhancer	ELF1	FALSE
-0.462244718649087	-0.373497308464178	Enhancer	EMX2	FALSE
-0.468362197688678	0.0414391513346037	Enhancer	FAM219A	FALSE
-0.398167133328183	-1.24129923334884	Enhancer	FRMD3	FALSE
-0.25653960930215	0.581836171586913	Enhancer	GMCL1	FALSE
-0.350812147405865	0.581836171586913	Enhancer	GMCL1	FALSE
1.37494753346472	0.260930662075543	Enhancer	GTF2IRD1	FALSE
-0.586491535693733	0.260930662075543	Enhancer	GTF2IRD1	FALSE
-0.530798792072014	-0.194149103336143	Enhancer	HECTD2	FALSE
-2.12614117513073	-0.791052620886785	Enhancer	HSF4	FALSE
-0.607673922988857	-0.791052620886785	Enhancer	HSF4	FALSE
-0.637646208773895	-0.791052620886785	Enhancer	HSF4	FALSE
-0.261775661442835	-0.791052620886785	Enhancer	HSF4	FALSE
-1.21470605087005	-0.791052620886785	Enhancer	HSF4	FALSE
-0.290815802532578	-0.791052620886785	Enhancer	HSF4	FALSE
-1.49956168116794	-0.791052620886785	Enhancer	HSF4	FALSE
-0.498105054084534	-1.07138149399202	Enhancer	IGF1R	FALSE
-0.61240366173965	-1.07138149399202	Enhancer	IGF1R	FALSE
-0.297840402588142	-1.07138149399202	Enhancer	IGF1R	FALSE
-0.264684905047411	-1.07138149399202	Enhancer	IGF1R	FALSE
-0.566171373351156	-0.692169601059215	Enhancer	IQSEC3	FALSE
-0.336033186714631	0.95310753695257	Enhancer	ITPR1	FALSE
-0.354389535741765	-0.504112537642882	Enhancer	ITPR2	FALSE
-0.568295791637909	-0.257985311133134	Enhancer	KCNC3	FALSE
-0.431387773713805	-0.257985311133134	Enhancer	KCNC3	FALSE
-0.177605208221844	-0.257985311133134	Enhancer	KCNC3	FALSE
-0.538856498669532	-0.397286753705156	Enhancer	L2HGDH	FALSE
-0.519699594238345	0.476502342806481	Enhancer	LARGE1	FALSE
-0.25836917508291	-0.530433745272691	Enhancer	LGI4	FALSE
-0.247012290360604	-0.530433745272691	Enhancer	LGI4	FALSE
-0.293268052180635	-0.530433745272691	Enhancer	LGI4	FALSE
-0.514781949528925	-0.318623511855377	Enhancer	LIFR	FALSE
-1.38214004486368	-0.358778336045265	Enhancer	LURAP1L	FALSE
-0.480675847140687	-0.358778336045265	Enhancer	LURAP1L	FALSE
-0.717675680533522	-0.448633154704471	Enhancer	MAP1LC3B2	FALSE
-0.45319791706388	-0.448633154704471	Enhancer	MAP1LC3B2	FALSE
0.465077615007256	0.197547835101267	Enhancer	MAPK9	FALSE
-0.449255288326684	-0.60144681034755	Enhancer	MAPT	FALSE
-0.624305784910054	-0.627174551790101	Enhancer	MIOX	FALSE
-0.257529072551664	-0.627174551790101	Enhancer	MIOX	FALSE
-0.675067749372825	0.0561438332036706	Enhancer	MPPE1	FALSE
0.528097990458855	0.367045442652971	Enhancer	MSH3	FALSE
-0.499504372266607	-0.935203465655686	Enhancer	MTSS1	FALSE
-0.191358230640371	-0.198574077070385	Enhancer	MXI1	FALSE
-0.27241472373319	-0.198574077070385	Enhancer	MXI1	FALSE
-0.300963295729351	0.252218743926769	Enhancer	NAMPT	FALSE
-0.478194463926922	-0.345912121902633	Enhancer	PAQR5	FALSE
-0.40020419302383	0.582223001534667	Enhancer	PAX8	FALSE
-0.39421101613482	-0.803274276991997	Enhancer	PDE7A	FALSE
-0.398027940792942	-0.803274276991997	Enhancer	PDE7A	FALSE
-0.424136561509949	-1.05529994429093	Enhancer	PDK4	FALSE
-0.383890795019262	-1.05529994429093	Enhancer	PDK4	FALSE
-0.302904250111801	-0.185394607386466	Enhancer	PEBP1	TRUE
0.491623538334954	0.352240878226734	Enhancer	PGBD5	FALSE
1.23414587559538	0.772559467288709	Enhancer	PHYKPL	FALSE
0.411988522705057	0.772559467288709	Enhancer	PHYKPL	FALSE
0.550915544834799	0.772559467288709	Enhancer	PHYKPL	FALSE
0.866347491620418	0.772559467288709	Enhancer	PHYKPL	FALSE
-0.368877991917416	-0.577138475706345	Enhancer	PRICKLE2	FALSE
-0.472958366476655	0.0475027492305677	Enhancer	PTPN3	FALSE
0.20641425517783	0.219377426585917	Enhancer	PTPRF	FALSE
-0.544184814044836	-1.21530993632067	Enhancer	PTPRG	FALSE
0.666254976094235	0.370046746771346	Enhancer	RAI1	FALSE
-0.533356560664678	-0.201830243605638	Enhancer	RBM47	FALSE
-0.397606965850153	-0.351839941487501	Enhancer	RERE	FALSE
-0.757675211757405	-0.351839941487501	Enhancer	RERE	FALSE
-0.249450364342555	0.131405279838893	Enhancer	RHPN2	FALSE
-0.492477749944544	-0.848510696062639	Enhancer	RNF152	FALSE
-0.390430063678979	0.0108058819181742	Enhancer	RNF216	FALSE
-0.607673922988857	0.483688009119049	Enhancer	RRAD	FALSE
-1.21470605087005	0.483688009119049	Enhancer	RRAD	FALSE
-0.637646208773895	0.483688009119049	Enhancer	RRAD	FALSE
-1.49956168116794	0.483688009119049	Enhancer	RRAD	FALSE
-2.12614117513073	0.483688009119049	Enhancer	RRAD	FALSE
-0.261775661442835	0.483688009119049	Enhancer	RRAD	FALSE
-0.290815802532578	0.483688009119049	Enhancer	RRAD	FALSE
0.115290321887818	0.133474098762232	Enhancer	SBNO2	FALSE
-0.324074447973503	0.290229424142117	Enhancer	SERPING1	FALSE
-0.868350527779872	-1.29370733123395	Enhancer	SETBP1	FALSE
0.258002783501908	0.39352437378108	Enhancer	SLC22A4	FALSE
0.849535686296614	0.39352437378108	Enhancer	SLC22A4	FALSE
-0.775327229544138	-0.544586141049416	Enhancer	SLC25A37	FALSE
-0.630889878058307	-0.544586141049416	Enhancer	SLC25A37	FALSE
-0.230764372280768	0.197411869875599	Enhancer	SLC2A1	FALSE
-0.295602410634631	0.566408820153793	Enhancer	SLC38A1	FALSE
-0.499739363793942	-0.341987350669575	Enhancer	SLC3A1	FALSE
-0.432892862713437	-0.341987350669575	Enhancer	SLC3A1	FALSE
-0.390601737960652	-0.719011356978614	Enhancer	SLC5A1	FALSE
-0.316826488569713	0.163283226556355	Enhancer	SMG5	FALSE
-0.287251659602487	0.263364329196545	Enhancer	SNX10	FALSE
0.218773503677878	0.263364329196545	Enhancer	SNX10	FALSE
-0.442696237327879	0.428097192441842	Enhancer	ST3GAL1	FALSE
0.44535433996672	1.06844317502527	Enhancer	ST6GAL1	FALSE
-0.262705738129029	-0.413176669756438	Enhancer	STK32B	FALSE
-0.95966151731693	-1.33267075009332	Enhancer	STON2	FALSE
0.721958281083391	0.59836071563838	Enhancer	SYNDIG1	FALSE
0.709565743096364	0.59836071563838	Enhancer	SYNDIG1	FALSE
0.367914176252045	0.0146105611962221	Enhancer	SYNPO	FALSE
0.887681971971604	0.0146105611962221	Enhancer	SYNPO	FALSE
0.778350223955008	0.0146105611962221	Enhancer	SYNPO	FALSE
-0.542924452245582	-1.31549082933095	Enhancer	TACC1	FALSE
0.381119685065297	-1.31549082933095	Enhancer	TACC1	FALSE
-0.703174515887575	-0.296182875807168	Enhancer	TCF7L2	FALSE
-0.262448694639811	-0.467245099100019	Enhancer	TNFRSF14	FALSE
-0.327783022811715	-0.467245099100019	Enhancer	TNFRSF14	FALSE
-0.3636722429606	0.0182357142266814	Enhancer	TRAPPC12	FALSE
-0.398027940792942	-0.471968421655088	Enhancer	TRIM55	FALSE
-0.39421101613482	-0.471968421655088	Enhancer	TRIM55	FALSE
-0.413828112478357	-0.15877924143836	Enhancer	ZBTB16	FALSE
-0.487334733799835	-0.15877924143836	Enhancer	ZBTB16	FALSE
-0.614679091632354	-0.15877924143836	Enhancer	ZBTB16	FALSE
-0.388252795440012	-0.15877924143836	Enhancer	ZBTB16	FALSE
-0.578822383144446	-0.15877924143836	Enhancer	ZBTB16	FALSE
-0.38961273302795	-0.15877924143836	Enhancer	ZBTB16	FALSE
-0.787367312740506	-0.15877924143836	Enhancer	ZBTB16	FALSE
-0.562777598298567	-0.837365837007662	Enhancer	ZFAND5	FALSE
-0.521278251488466	-0.837365837007662	Enhancer	ZFAND5	FALSE
-0.295302038754997	-0.272732614327481	Enhancer	ZMYND8	FALSE
-0.406038460570903	-0.717092367372493	Enhancer	ZNF395	FALSE
-0.382779279544148	0.261654338288508	Enhancer	ZNF680	FALSE
